company_size,contract_value,tenure_months,support_tickets,usage_score,nps_score,industry,discount_offered,churned,true_treatment_effect
223,120.10418385544216,9,2,76.51899822819084,58.09518702105062,Retail,0,0,-0.022948521549686574
25,23.892803073619717,6,1,65.31738695802714,24.66972186900788,Finance,0,1,-3.4119683554676654
63,52.89112528053249,12,0,79.5928339819751,50.77007841280846,Healthcare,0,0,-1.8748110328777816
27,19.627747452150032,34,0,83.44246586036195,31.174216914753053,Retail,0,0,-3.109081606078356
28,23.883450915486492,9,2,94.33231046776548,30.924367386731678,Retail,0,0,-2.967681956228492
34,22.5905380541446,13,1,75.48963314518763,42.68866264560757,Manufacturing,0,0,-2.859194367383264
76,71.11461308477026,20,2,95.35863812514785,59.18818341324513,Manufacturing,0,1,-1.3105081514425605
26,25.21846432661817,23,3,84.31607792747722,72.31445365421327,Technology,0,0,-2.8059235914915215
359,184.56283361547486,18,3,65.25617852436169,36.386988251035405,Healthcare,0,0,-2.7844423087481003
14,12.431414964635545,20,2,70.55375332746655,44.27128209919977,Retail,0,0,-3.5998922099317365
41,49.94644299352952,5,2,92.01948127358608,44.98315387001781,Healthcare,0,0,-2.448039956303997
28,21.927557489482012,12,1,70.74470405422531,65.59343767584548,Healthcare,0,0,-2.9262054580509833
478,250.17662636723892,36,1,88.74028375884716,73.63074691978628,Finance,0,0,-7.451951187053238
73,53.65647746795167,11,1,49.3005053396189,35.44021229777847,Healthcare,0,1,-2.036373248221583
256,140.92518604781097,23,1,41.15375089827393,42.75711775220222,Retail,0,0,-0.7600055489996427
10,7.447424156372274,21,1,22.15479186542422,27.855141706791915,Technology,0,0,-4.365610947691422
81,66.45053211300467,33,4,91.43158106677022,69.92793052897142,Finance,0,1,-1.1423607451005269
207,117.21060463439369,37,4,95.66738226124333,69.44207916353277,Finance,0,0,0.3073104559206957
61,51.26835140083833,44,2,80.96739350758655,47.755780185164554,Retail,0,0,-1.9403798234428182
269,161.81347268345036,54,6,75.04192360778,53.553834420685526,Healthcare,0,0,-0.49725008855671565
25,14.302673586050513,9,3,54.452638216478114,33.20882773495643,Technology,0,1,-3.4523029959555678
452,253.49192075104017,2,4,74.62842705909797,36.37179015196052,Finance,0,0,-6.513141408193336
1717,500.0,14,3,34.86352897783639,17.553337220072134,Manufacturing,1,0,-230.83983801246106
31,37.91799881107548,8,1,70.0141925894624,41.544504284738125,Technology,0,0,-3.023602039827471
27,53.69874208955657,10,0,90.17381849051786,37.92060792282749,Technology,0,0,-2.9877969517122014
483,273.84572188984953,29,4,82.92896297247187,40.54884172161772,Technology,0,0,-8.05521963650234
583,318.2844618689189,42,4,73.23088411848332,46.95343843978465,Technology,0,1,-14.760963651296889
24,45.14097915246384,24,2,89.6147970623623,54.58442277690211,Manufacturing,0,0,-2.96477664716116
29,51.55464931245928,11,3,43.83583677826133,45.86926050409308,Finance,0,1,-3.3187875481846425
35,55.56169157925855,24,0,79.99972935571651,57.34766247792846,Finance,0,0,-2.6637214066194077
10,10.416748638076786,34,2,80.69777862033818,66.42388389783221,Technology,0,0,-3.4716311426139606
13,41.050950481567014,5,2,75.56914682192838,63.52554154251833,Retail,0,0,-3.43300419944057
12,19.55234220206953,15,3,65.27726681823648,28.94938797387506,Manufacturing,0,0,-3.850032228026634
17,47.49404185788134,16,2,80.78810208879344,54.98368883693438,Healthcare,0,0,-3.3011494684165905
51,49.3497778895247,17,3,87.47016313411645,58.62569742340793,Technology,0,1,-2.0763927892715714
77,43.837440082406914,9,0,84.3338393645356,46.57217780413386,Finance,0,1,-1.4969841839215734
558,321.6532448570832,25,3,86.26895086782073,62.89961890897963,Finance,0,0,-12.650513540049955
12,14.64126872389283,27,2,56.05486764049713,39.323613644094166,Finance,0,0,-3.859262414442276
239,132.51997076465256,8,5,90.52300752721565,54.756427875667654,Finance,0,0,-0.008818501722502259
39,68.9520848401008,50,2,87.56549010555892,34.99253241589287,Technology,0,0,-2.6365048396172686
50,43.60020965445561,7,2,60.90555047098686,32.33133260671894,Healthcare,0,0,-2.58229383443638
150,87.56391218281254,11,2,75.48894202873872,50.770747041635694,Technology,0,0,-0.28894460337952715
10,20.71796160706885,6,1,86.79760650539947,57.49375019171807,Retail,0,0,-3.482073933412261
96,60.346375586424905,5,1,88.21020892718552,29.079907022725784,Manufacturing,0,0,-1.1668586545463386
70,64.40747293656227,22,1,61.581516694360715,37.47671977327174,Retail,0,0,-1.9743710748702188
114,69.65874424315733,11,4,57.30917425063529,16.925777545581468,Technology,0,1,-1.2311020371289954
84,58.13868126452239,37,4,77.27907933145868,43.34237467171924,Finance,0,0,-1.4260702093116595
2171,500.0,9,2,74.91343206418591,43.70448610520232,Manufacturing,1,0,-388.5853297905165
20,33.33918286740413,11,3,90.9799783293217,61.874179038279465,Technology,0,0,-3.0352067844005477
24,21.289324509997684,34,2,73.27306100454372,60.35861192490777,Manufacturing,0,0,-3.0820004945553006
21,40.15799129651842,7,2,51.832977422571055,32.01187376899236,Finance,0,0,-3.6296752356223503
23,22.347284276422975,13,0,80.45670081397418,33.235878411702494,Retail,0,0,-3.2624459645666386
20,16.639311731807517,49,0,66.16192645699813,45.37464319111745,Technology,0,1,-3.4153835899010794
324,164.74127604852228,1,2,85.47141439813464,75.24641920772757,Finance,0,0,-1.2809145023568331
459,243.97866337073964,5,5,90.1304234380379,21.781725342550185,Retail,0,1,-6.83254196287922
23,14.961264760001882,55,2,59.73475244897591,28.026335167364167,Manufacturing,0,0,-3.5113417941713276
15,15.680588144436946,27,0,83.33748961749214,51.55070751891598,Healthcare,0,0,-3.376719443673751
110,71.45810319263298,25,2,45.07001253729736,43.629942647781256,Technology,0,0,-1.2102603334447761
23,48.00635285338379,5,1,89.05548915300199,55.28365519818895,Retail,0,0,-3.000075866884469
141,83.80134037329515,21,3,63.20129028737489,43.35049034568484,Technology,0,0,-0.5692831743607725
74,41.323789420664525,9,1,76.68493172197759,16.88149166300526,Retail,0,0,-1.8856987494761823
10,20.309215648359373,38,4,73.79389980608507,44.7169290546953,Healthcare,0,0,-3.7143255695015873
556,313.54097142972614,39,4,61.369307234951265,16.796486267541617,Retail,1,0,-13.125535037510154
807,416.55426160653496,12,2,80.47484484784974,48.506413324297185,Finance,1,0,-36.85210024492713
21,51.28444031686027,29,1,37.13239102055605,37.84540673524401,Retail,0,0,-3.7300128359124876
30,31.386086666383083,26,6,56.66580650877415,36.06905221699037,Healthcare,0,0,-3.2347895171763352
83,69.06572222465685,18,5,66.88684046858204,21.737930344124695,Manufacturing,0,0,-1.7261281525611822
90,64.64802370027967,9,1,56.482784435662445,19.30889492337891,Technology,0,0,-1.6907009962563444
146,112.45728387261616,13,2,72.08930075537904,15.304453637194104,Healthcare,0,0,-0.6482713633486568
1113,500.0,37,3,93.74043074431462,54.973040555083024,Manufacturing,1,0,-83.1797113681162
41,31.807888237129006,50,3,50.52733730041642,88.94773816920215,Technology,0,0,-2.511244721642219
16,26.80135798014347,14,7,55.37265208064207,31.84270846240361,Manufacturing,0,0,-3.777131811494351
10,41.48834631659161,53,3,48.89394573316445,35.09598122232988,Healthcare,1,0,-4.040292692889716
18,29.16169647610112,27,3,91.6941595409606,55.51975029588013,Finance,0,0,-3.1513004022233533
51,28.081330294455974,18,2,80.67855358889132,27.742610295596457,Finance,0,0,-2.391373581746315
805,415.719268460821,17,2,47.656885716520705,14.693696519401563,Technology,1,0,-37.208381570679585
25,32.53446971374977,9,3,71.43529300005352,28.290240463721844,Technology,0,0,-3.32182514628969
76,84.88107086814313,30,0,67.06385474194798,56.53253615361212,Technology,0,0,-1.6147011633516233
53,44.539390746918166,59,2,36.2955874120029,42.56525449646999,Healthcare,0,1,-2.657422089908211
324,169.69165057113685,18,4,90.83499726348859,46.67184325981239,Technology,0,0,-1.4558752812866151
2417,500.0,8,2,58.922343271218594,43.287197722966056,Finance,1,0,-491.7733789855041
24,55.753289804619115,34,2,90.40720190348611,79.28501819462113,Manufacturing,0,0,-2.75924783540817
26,22.854799541405693,14,6,47.581233194799324,41.30002060116617,Finance,0,0,-3.421387503242677
261,141.46713519168196,9,2,83.39045251651217,27.08709544755064,Finance,0,0,-0.5214987112544732
151,85.48676994387891,4,2,73.19491947446438,7.0276979553346415,Finance,0,0,-0.651929221612679
871,440.4469628624435,29,5,76.32097132271349,20.51828238069174,Technology,0,0,-45.29674402772734
131,82.93269131057755,44,1,80.65750537660892,65.19812324884136,Manufacturing,0,1,-0.34793996024317975
31,31.408334030729275,6,5,89.3973246236744,31.740436795933228,Technology,0,0,-2.90820325939579
132,68.93685058309902,15,2,77.62204065604342,54.94342277444697,Healthcare,0,0,-0.4466322112439899
288,152.24636981722531,16,3,88.43913709478265,40.553940019056704,Technology,0,0,-0.7655771088997199
186,112.21062203597916,10,1,54.91543012715253,37.27380496339388,Finance,0,0,-0.37225525902132367
116,85.10808541227483,52,7,71.19122401168974,60.62597732454128,Healthcare,0,0,-0.7086799412867721
270,167.43637511528033,4,3,77.07113445636962,25.08590178099753,Technology,0,1,-0.7186014411883235
315,186.16788917788747,27,4,81.32527620353459,60.460207227760264,Technology,1,0,-1.225565580142572
434,233.6445468309206,31,7,68.04078846098986,34.023608661917706,Technology,0,0,-5.72300324609476
144,76.13822867988512,10,3,96.94596253611351,37.73511784391116,Finance,0,0,-0.24225943188757537
42,34.92440336402753,8,1,82.39167605910576,53.75837024636924,Manufacturing,0,0,-2.442416277437988
68,34.95773349814394,11,4,82.64316016066809,52.48855192978313,Technology,0,0,-1.6960599829550542
333,185.77955393573657,3,0,70.56761627982685,40.32334393155308,Technology,0,0,-1.940637085749307
16,17.564275328428344,12,3,83.27376412112228,27.16018058782738,Finance,0,0,-3.5355809140861587
94,48.73942974716283,14,1,57.68458382955459,28.53775469022104,Retail,0,0,-1.5184521241826856
30,36.96900922401013,60,4,89.03223050756961,69.18629674140044,Finance,0,0,-2.6461873209931004
57,71.9016939002898,3,1,65.09672693884269,65.4907235500195,Manufacturing,0,0,-2.0700069422114176
371,189.01264015394162,17,0,52.03218307424293,60.34965167507293,Finance,0,0,-3.120980955856987
72,59.2934945756559,34,3,79.70385516156836,42.35544831586658,Technology,0,0,-1.702517861857384
58,41.08649064199984,60,1,92.23490795234713,50.24517695310641,Retail,0,0,-1.8920895048516775
10,13.634354386916126,4,0,96.07319532871156,70.37829750719004,Technology,0,0,-3.286241666655364
167,92.15147283650289,60,4,84.43006415563285,66.02033243639792,Manufacturing,1,0,0.06356330104751196
143,83.58410152345164,15,1,57.6669514712644,27.668526872417367,Retail,0,0,-0.7268822703080171
1400,500.0,15,1,94.58969842365606,51.355048910095704,Healthcare,0,0,-143.84326262448266
34,33.136980879782406,6,3,75.4350534857852,18.78211052668544,Technology,0,0,-3.050992580928665
75,45.39790175756498,21,2,67.00754613731938,55.68558791771029,Finance,0,0,-1.6469398352851243
79,48.93202471966221,60,1,95.74073627769997,82.53186233831488,Manufacturing,0,0,-1.0464377385164816
581,315.3721477612661,20,3,72.63963821376646,65.5734477290943,Retail,0,0,-14.465116036029581
47,30.76362918192155,9,3,56.466629221208905,48.47394484155319,Finance,0,0,-2.588442149055485
82,61.21327601599769,11,3,43.38490854555315,22.49788706218155,Healthcare,0,0,-1.978567818047016
135,80.10330634242207,11,1,27.43873737568358,34.33754896258478,Healthcare,0,0,-1.073412234542486
72,46.57355779893071,55,2,79.67938368162189,76.0314097523929,Manufacturing,0,0,-1.4333548851646376
27,66.3431733539446,60,2,69.85890369884963,65.35781380449338,Manufacturing,0,0,-2.9714484525755562
73,41.56384970903456,4,1,71.87318822076536,47.54820062824123,Technology,0,1,-1.7137825127664166
273,181.9042551836588,7,0,51.450367612103776,31.38607401902361,Finance,0,0,-0.9673077317267733
11,35.40244476764039,8,2,67.73959515952018,21.99314771358497,Retail,0,0,-3.918758866696119
66,42.782409911442514,12,3,75.00959435922273,68.22601919197639,Manufacturing,0,0,-1.6996959028719614
19,39.99901052723932,60,0,54.74845993459482,44.587499341014464,Technology,0,0,-3.5719154059259357
327,163.9541308978579,60,5,96.18121768145953,79.92342983891099,Technology,0,1,-1.2117003844741168
10,13.99251594743735,19,2,77.94997196789659,81.42677676392339,Healthcare,0,0,-3.3790860662096476
23,18.857005350252194,13,0,57.312296803874304,47.36795075251217,Manufacturing,0,0,-3.38083342594116
96,70.15915503989993,2,4,55.78959985005124,44.18204753703057,Finance,0,0,-1.3702476212032433
571,312.98326700717547,23,1,92.66734825823491,37.42024553372203,Technology,0,1,-13.738064553147876
49,46.39897497207746,21,2,98.75118956833992,42.337131169296214,Manufacturing,0,0,-2.1538910549622314
23,29.823228643943608,6,4,68.99448725593399,53.92087550845836,Manufacturing,0,0,-3.2115881233729935
917,490.4070679797776,27,0,55.52210914519878,29.553556032264673,Technology,1,0,-51.8172504602899
10,33.843523881959804,38,3,80.779386107204,30.68453163008042,Technology,0,0,-3.7567298858873164
10,14.57839859107252,6,1,48.317168066683394,1.7635179724460848,Manufacturing,0,0,-4.312720175553598
105,63.028801572923825,13,2,49.53379854198624,27.38048524547227,Finance,0,0,-1.3881181326163594
25,40.209384646589335,37,1,70.97654573428915,43.19943718153963,Manufacturing,0,0,-3.2071390452047916
11,21.51539925789963,10,1,60.0999024356988,48.494959733813246,Finance,0,0,-3.783141297772506
157,95.37570468208295,12,3,86.18523194842967,30.029528729548638,Healthcare,0,0,-0.2828114506793142
78,57.58604308706804,13,3,73.55006907329627,60.89844347120655,Retail,0,0,-1.465711761497385
23,14.224018684441033,28,4,93.69727542550582,35.16420264805069,Manufacturing,0,0,-3.1146136245605365
10,14.206731504944148,42,1,75.53135671443815,31.86529400442843,Healthcare,0,0,-3.7997640808201916
202,124.55155783243038,58,1,92.60713455465154,61.96702590234306,Retail,0,0,0.22140755276525997
144,81.13943191574758,40,0,53.906968360524424,41.33354472607573,Retail,0,0,-0.6438619585861498
47,37.28124009401415,19,1,75.13144255109789,51.82424545813807,Healthcare,0,0,-2.374991610823916
871,458.94257470441363,31,3,93.36181728324718,36.41319508792829,Retail,0,1,-44.999176266464104
10,38.13676966419021,5,0,85.92558558619653,46.37442995940937,Technology,0,0,-3.57974870446276
10,40.86813177878995,60,1,49.08695651358231,17.700321945337745,Technology,0,0,-4.177527859301475
19,46.75735315816583,9,3,80.21344712186325,8.157688517749136,Technology,0,0,-3.608704020639374
50,39.84177379811026,29,2,92.41420562163208,80.54149543947545,Healthcare,0,0,-1.8815259802678757
78,52.65015388577625,22,4,75.83146297999345,60.10214499237445,Finance,0,0,-1.4492682102610701
38,24.709409874162453,5,1,88.21810046166749,41.93946607237126,Manufacturing,0,0,-2.6067032668043546
92,89.56856358402986,9,2,67.27617342913904,5.5716887010656855,Retail,0,0,-1.6490647561000842
10,18.191104513806348,44,3,76.88260513542444,43.78183769598883,Technology,0,0,-3.690919247077846
476,280.887532293533,17,3,44.73226859461881,36.993505016231396,Finance,0,1,-8.074329273923961
48,44.61974064521028,8,2,68.91840798313042,29.149288513730454,Finance,0,0,-2.588021612058852
291,179.69585108674184,15,4,64.65204018386873,60.89851931439364,Healthcare,0,0,-0.8943914436461637
91,61.14184824458217,8,2,84.75783675420399,51.826872563184665,Finance,0,0,-1.125906651952483
108,79.13214142203837,12,3,81.8266720536511,29.275578441297952,Finance,0,0,-0.9939286519331058
128,98.99369736412494,4,2,96.04347719469793,20.479991225582317,Finance,0,0,-0.594125298248362
106,64.017600146992,19,4,62.03183372579419,51.008960559950935,Retail,0,0,-1.0552099782624507
143,108.89165071825781,22,2,85.08051607692002,60.71888484671988,Retail,0,1,-0.18834376045704065
400,206.48959827690564,12,3,61.031774150749854,46.14597268310763,Finance,0,0,-4.220514477027641
73,88.43363653094806,44,1,60.053717159994754,69.20144459940734,Technology,0,1,-1.6587512716047934
158,97.64151486989319,13,5,52.88701863621373,38.83650828968383,Retail,0,0,-0.5368377473203918
47,32.83469669762538,17,0,88.80262994622916,49.29768480380745,Finance,0,0,-2.2584922221072485
473,265.9953893151867,11,4,77.46548648665186,52.40302886233393,Manufacturing,0,0,-7.45902090423481
19,30.82943899181713,14,0,75.57318121787928,59.975993128962216,Technology,0,1,-3.2405602427895093
813,409.40073398879946,32,3,62.96855941869431,52.4693380404008,Retail,0,0,-37.727459701489856
51,37.58953471903799,6,2,89.91932795358724,43.78779344513242,Finance,0,0,-2.1706043729030675
10,11.793832904693293,26,3,95.71180642219257,68.1059204269206,Finance,0,1,-3.30803457236271
66,40.37103936907792,10,0,91.04614474167727,47.34761800222841,Technology,0,0,-1.7063576085654
19,16.630677493626905,6,2,86.06216049942981,34.454495333397226,Manufacturing,0,0,-3.3398424323385236
192,120.29193977703267,14,5,73.9634440225689,42.63239627162434,Technology,0,1,-0.1257063896013163
20,41.08181592403071,29,1,65.95218175717699,37.74996093664386,Technology,0,0,-3.4784784949350795
27,22.101880056976746,14,2,89.59217425572683,45.77411971324904,Healthcare,0,0,-2.9307852997367387
10,7.066993109814681,8,2,51.83404464053597,16.52747848407801,Technology,0,0,-4.159439725722017
27,73.54234716477254,60,4,71.75000024812681,66.92313687653501,Technology,0,0,-2.940014902506452
10,23.792109651203745,24,1,94.87646879299174,55.85486533247268,Manufacturing,0,0,-3.4143963894103018
10,34.64740168307185,20,2,74.01645960913619,53.68090148591092,Manufacturing,0,0,-3.640388192021351
170,99.26834812878211,29,3,75.97702314724329,53.78058157057555,Technology,0,0,-0.09998511596296278
177,90.0348793157915,31,5,76.4509042279001,33.75127979947701,Manufacturing,0,0,-0.21838071932518283
103,74.09699135592248,13,2,73.10641561045455,59.90689647254378,Healthcare,1,0,-0.9305806721151046
12,54.34685390051093,35,3,42.398184557406,31.329765655933663,Retail,0,0,-4.05978002917847
50,34.79179923602518,5,1,55.50623093456002,23.49367939931743,Technology,0,0,-2.7069882554598603
54,28.30141146147099,30,3,59.8935740945849,43.60637563384714,Technology,0,0,-2.383813253983374
10,10.6770143558648,13,1,89.90235982936312,50.28801133665897,Manufacturing,0,0,-3.5086723110130977
520,290.65194077724607,45,2,46.28914402602999,77.65037549622235,Healthcare,0,0,-10.35590555576992
203,122.70971885468687,13,1,61.39592953919861,44.32238078169769,Healthcare,0,0,-0.23236165835443223
39,56.997143339927575,39,1,71.3785100090067,40.00298602421132,Finance,0,0,-2.758291011716243
56,44.78038262365999,24,3,64.99143231036767,69.1643702621939,Manufacturing,0,0,-2.070370714798772
74,64.15644862724082,34,3,52.02753562747044,13.851299904869911,Technology,0,1,-2.1565142444863366
10,16.798937345032037,20,1,72.4181378833523,35.15354023767277,Finance,0,0,-3.804590299265095
37,24.62438863884524,3,1,79.53300929939951,28.674283879393425,Healthcare,0,0,-2.832175635970858
19,36.70968774712433,43,5,68.25290406594418,46.90926072077908,Healthcare,0,0,-3.4182968735743255
12,37.00022473796362,45,2,80.41921114896947,57.4852569380775,Healthcare,0,0,-3.470325833005685
35,27.49193199935282,14,1,74.46385041892201,47.54556333587033,Retail,0,0,-2.7974969891238173
809,449.9794792755646,11,4,84.3612164061757,49.9521955251914,Technology,1,0,-37.04487027173671
142,117.32301402864448,36,3,66.20755939068796,53.93158763101789,Healthcare,0,0,-0.4428717050449772
23,18.6722854263975,24,4,69.95047362248663,41.773972061577716,Healthcare,0,0,-3.2992034872825124
128,71.48618662544425,17,4,63.78654611908428,57.22772099206409,Manufacturing,0,0,-0.6227127708726444
445,230.31591699435867,28,1,83.5103836343726,25.099527321185207,Finance,0,0,-6.1665999450867925
218,124.08592520765683,14,2,80.68018714201814,5.212459248787809,Finance,0,0,-0.383898454589516
59,41.772386786155785,44,6,45.70265839234877,49.29194980563309,Healthcare,0,0,-2.336737817631448
20,14.859385667062568,15,5,56.32452745121543,29.180639814386797,Manufacturing,0,0,-3.6433096069727515
155,85.52483087486625,36,4,79.72595028127645,75.65036987998893,Healthcare,0,0,-3.7538147323878945e-05
98,50.58035071461218,20,3,70.57077123852734,57.28443349492326,Technology,0,0,-1.0764168196553408
209,106.49412501744193,25,2,52.602940189006056,44.87338764705498,Manufacturing,0,0,-0.3230834969334995
141,74.42560808206603,60,1,85.46018636594242,50.12071993775557,Manufacturing,0,0,-0.2925323768385312
263,189.37891074913608,13,6,52.666129036067986,42.02066917862945,Finance,0,0,-0.7340733562102844
24,65.32219985355358,35,2,66.3347018276345,38.335990490008044,Finance,0,0,-3.327565057803591
393,224.83196111253125,53,1,74.06154597080261,52.35953731848989,Technology,0,0,-3.7654082417440544
73,46.581994532512184,34,1,95.494682386956,50.796347263459346,Retail,0,0,-1.4515823980227651
1227,500.0,46,3,75.14142309269175,54.29076562307983,Technology,1,0,-105.48715964408846
19,26.008398008012456,22,4,85.29368203834872,44.425277817729985,Healthcare,0,0,-3.267760957074673
738,392.0539265743865,32,1,73.34781103537594,61.319958993689156,Retail,1,0,-28.92036221769673
73,45.23205463188918,39,2,74.37891634411488,55.27692157439817,Finance,0,0,-1.6268954639636655
20,32.16259128879521,20,0,68.44523083556795,33.15672261067871,Healthcare,0,1,-3.4902939107588913
26,18.623867143278602,9,1,90.66132368139617,38.55331633036047,Manufacturing,0,0,-3.0125602325431546
33,26.761873783540025,8,4,91.88578547269292,26.18920278386268,Retail,0,0,-2.8605285230021695
103,65.05275811195543,58,3,62.516756935647145,18.569786355444993,Technology,0,0,-1.3671741397999688
119,113.87111905214408,52,2,88.7355805024381,71.11923403969027,Technology,0,1,-0.399790322658097
23,19.418410883106525,11,2,77.36920820421527,35.55521529874423,Healthcare,0,0,-3.274766195567894
52,48.970844474470255,46,1,73.17893035024258,31.358444321132758,Technology,0,0,-2.4077431419285116
1357,500.0,28,2,82.74220337621755,55.637967006483116,Finance,1,0,-133.79237423018597
728,369.9830800475265,20,5,65.89204011097026,28.95135093630382,Healthcare,1,0,-28.18786879139987
105,61.197394004094214,10,1,45.725199782236345,26.737380909772078,Healthcare,0,0,-1.43134895489946
57,45.45673167648798,18,5,87.45001938840308,28.324827729339454,Healthcare,0,1,-2.1438011842812537
65,81.98409536842563,9,3,71.55325737442001,47.35752402248534,Technology,0,0,-1.928107234075917
137,78.39222415426794,16,1,66.37128840428844,39.869341453204356,Technology,0,0,-0.6142323843314808
11,36.66558577406101,8,1,81.05701331873294,48.4041107201954,Healthcare,0,0,-3.5742969810511074
37,74.65907482441087,5,2,67.32688830641081,27.22385338254734,Finance,0,0,-2.9658402898755134
10,25.20589744868881,47,1,62.66364586745865,49.339324466471595,Healthcare,0,0,-3.788648945593641
99,84.67218994880218,17,3,74.89970415835035,20.49867869022051,Healthcare,0,1,-1.3071135288947324
144,80.27655541211982,26,2,76.96375071037484,80.20023546561077,Healthcare,0,0,-0.10236060917136514
26,35.52509033491707,12,0,78.46220568330982,47.99848527380515,Retail,0,0,-3.058990060976461
578,315.83909366783604,17,1,84.93994830593053,71.95769859790278,Technology,0,0,-14.063338928157474
10,9.62245119463817,8,0,87.95029732958083,39.67383691938797,Technology,0,0,-3.6131063313490883
10,12.547709154869569,59,1,92.41160172150596,44.26007867335791,Technology,0,0,-3.5318033533980775
76,51.076864338731724,38,3,61.31741205498423,35.64705619574586,Retail,0,0,-1.8392494298841906
262,139.91598765784434,12,3,85.26331785151814,43.84036685164272,Healthcare,1,0,-0.3810438866716769
682,355.34365329669924,8,3,68.27976952529451,34.04849993271345,Finance,0,0,-23.47721430528535
27,17.449700791575463,5,3,81.30810862754655,67.1548817005672,Technology,0,0,-2.8425798601199967
275,190.0322507022141,22,3,72.13990272445841,30.091283232624125,Technology,0,0,-0.8003707068944229
51,58.91885993798711,34,3,89.03081239850879,44.03359831718944,Healthcare,0,0,-2.177523089477396
42,137.34986559145761,32,4,85.6052209128046,61.90771127228427,Finance,1,0,-2.3450861006936794
205,107.70995853288964,14,1,92.32152121469007,24.353616424799142,Finance,0,0,-0.08445585645470605
145,95.67450530069745,16,1,81.61335115662713,44.03775852741877,Manufacturing,0,0,-0.3340644202143785
10,13.990612438680671,8,2,55.79947966444097,32.93087973988287,Retail,0,0,-3.988558165436528
500,255.9489946400759,9,4,81.40847497267748,48.06363609044218,Technology,0,0,-9.001406161549687
432,248.12154726027813,47,3,82.31372399029694,58.72555378911969,Technology,0,0,-5.289458329784074
21,27.88688366598491,3,5,70.35496791141654,63.15419997843456,Manufacturing,0,0,-3.1953167210583575
98,61.36134193350439,3,6,96.57799502672229,30.555912517779653,Healthcare,0,0,-1.03017274959054
114,77.66156610207135,11,2,76.62160109648121,30.933222806259757,Retail,0,0,-0.9259182065851097
80,47.84999119070285,58,4,77.35471840081618,62.93096163937179,Retail,0,0,-1.363005122876864
23,19.110547187195834,20,3,68.90869653684594,44.37564295846947,Technology,0,0,-3.2888078909637852
19,18.781773680416258,60,4,82.57287977446298,61.5354730618626,Finance,0,0,-3.1580874177604694
52,62.64898946306182,15,6,95.95963809721772,28.925526284697604,Technology,0,0,-2.1993994087502413
317,193.12270066786994,33,6,43.35479797599837,67.29178617693124,Healthcare,0,0,-1.5970177308245666
123,66.46698567714363,42,2,70.50948183142492,54.418906151993696,Manufacturing,0,0,-0.6524539324698012
31,66.53014262403639,60,2,77.59965660220942,30.546364874228193,Healthcare,0,0,-3.03573251498408
173,102.76306681547393,12,2,73.49795718440981,48.961067895513914,Technology,0,0,-0.14623188499179046
10,27.894598469499464,20,3,76.1804436276449,27.338211866612365,Technology,0,0,-3.8294898687906525
305,161.51655992315224,17,2,90.576891385291,62.537035203766166,Technology,0,0,-0.896434804516961
10,21.9404585761015,35,1,88.30975082108289,33.33822605765464,Healthcare,0,0,-3.6601966833279347
31,21.413905099360015,54,2,95.97211110249359,75.52504365832746,Finance,0,0,-2.492178539708444
10,13.469400412285468,54,0,66.48441333567254,30.32747406892704,Finance,1,0,-3.902536074091859
10,35.28544737723922,11,2,95.24253229330326,33.43200465967986,Manufacturing,0,0,-3.590118639789529
311,186.28411785949658,9,3,56.40643980650874,33.62770788759903,Healthcare,0,0,-1.5990139388341205
27,37.173093974990394,32,2,58.208348242494345,31.079039415363834,Technology,0,1,-3.3621842022521458
91,57.212638788795644,7,3,82.87846428633227,32.772228552248656,Technology,0,0,-1.2971375287186881
50,29.880462336165127,35,0,69.06196123080319,22.42562447275903,Retail,0,0,-2.579975391909896
111,95.2129291818216,20,5,69.0061219406176,36.072499065156606,Technology,0,0,-1.013458788072571
61,62.89216843265496,48,2,75.53924433683873,64.25801474543461,Technology,0,0,-1.862643438668136
10,7.415807649797162,43,2,88.66800879064265,83.31508471839234,Technology,0,0,-3.2567992343464356
243,152.65785858514624,22,2,83.74499431253729,59.982634633524114,Healthcare,0,0,-0.06758897980643419
26,25.35520146258534,6,3,53.98586488800876,39.21474973942823,Manufacturing,0,0,-3.3740233532044863
10,32.48098430565382,7,1,91.117036571157,19.056501415937593,Healthcare,0,0,-3.74637762296093
28,18.005769559864262,21,5,69.3516515866402,41.0571089951999,Finance,0,0,-3.1364266121719995
518,268.4407011483069,28,2,72.96017412909701,35.284327990306636,Retail,0,0,-10.300523634786577
195,115.41703950578398,15,1,84.53593912714284,22.77287531963434,Retail,0,0,-0.17495760617149672
32,68.54653603014084,9,5,96.1860484737681,28.39280695472039,Technology,0,0,-2.833397059624556
32,33.952669739328115,16,3,76.01411463358542,52.42535124319703,Healthcare,0,0,-2.8428560437185695
33,52.139034330255804,48,2,43.801209881686944,29.944977721484893,Manufacturing,0,0,-3.3113280794112514
1230,500.0,16,2,55.45860509603979,12.057944545424853,Retail,1,0,-106.63895039267621
96,67.31407872202351,12,2,86.97312783704264,35.637057318625345,Manufacturing,0,1,-1.1267722630805708
104,76.6129760924179,7,4,45.787071808740265,30.594076291195822,Technology,0,0,-1.4189766715830308
256,143.92366010691347,19,3,74.36768443050579,32.71000201859789,Technology,0,1,-0.5082431395461589
78,68.7738777748446,43,1,35.94976449766695,15.900821742135538,Healthcare,0,0,-2.2016957810862463
